day,S,E,I,R
1,19963,10,25,2
2,19952,17,26,5
3,19928,26,37,9
4,19898,39,50,13
5,19841,68,69,22
6,19773,104,94,29
7,19704,115,141,40
8,19604,146,191,59
9,19464,208,237,91
10,19305,274,294,127
11,19073,349,421,157
12,18772,458,560,210
13,18384,628,696,292
14,17847,847,917,389
15,17240,1014,1231,515
16,16514,1229,1598,659
17,15472,1623,2022,883
18,14347,1994,2531,1128
19,12894,2476,3181,1449
20,11381,2846,3904,1869
21,9773,3147,4708,2372
22,8166,3396,5494,2944
23,6601,3623,6113,3663
24,5264,3588,6679,4469
25,4114,3378,7165,5343
26,3124,3089,7477,6310
27,2378,2738,7640,7244
28,1807,2342,7557,8294
29,1381,2029,7317,9273
30,1063,1687,7059,10191
31,825,1356,6744,11075
32,669,1095,6252,11984
33,577,869,5808,12746
34,481,676,5342,13501
35,430,560,4829,14181
36,417,450,4369,14764
37,395,371,3959,15275
38,385,315,3505,15795
39,392,266,3140,16202
40,412,209,2816,16563
41,421,169,2503,16907
42,437,145,2240,17178
43,461,113,2027,17399
44,485,105,1823,17587
45,521,81,1611,17787
46,560,76,1434,17930
47,608,63,1274,18055
48,656,57,1118,18169
49,696,56,992,18256
50,731,56,889,18324
51,771,58,787,18384
52,834,62,713,18391
53,874,61,640,18425
54,924,57,573,18446
55,990,48,508,18454
56,1045,50,449,18456
57,1088,41,408,18463
58,1144,37,368,18451
59,1188,37,334,18441
60,1240,34,297,18429
61,1294,34,265,18407
62,1354,38,240,18368
63,1397,31,216,18356
64,1450,29,195,18326
65,1506,29,176,18289
66,1552,32,156,18260
67,1616,32,146,18206
68,1666,32,133,18169
69,1713,25,138,18124
70,1760,24,128,18088
71,1821,24,115,18040
72,1885,20,108,17987
73,1943,20,97,17940
74,1986,19,87,17908
75,2046,18,87,17849
76,2106,18,71,17805
77,2167,16,67,17750
78,2215,14,74,17697
79,2262,15,70,17653
80,2307,15,75,17603
81,2372,16,77,17535
82,2402,17,74,17507
83,2461,15,67,17457
84,2510,13,61,17416
85,2563,14,58,17365
86,2620,10,56,17314
87,2653,11,52,17284
88,2699,14,44,17243
89,2745,16,44,17195
90,2804,15,46,17135
91,2852,14,43,17091
92,2906,11,47,17036
93,2962,12,44,16982
94,3005,13,42,16940
95,3060,12,38,16890
96,3099,11,39,16851
97,3148,11,32,16809
98,3206,11,29,16754
99,3262,14,24,16700
100,3301,17,26,16656
101,3358,14,29,16599
102,3416,14,27,16543
103,3447,9,28,16516
104,3490,9,30,16471
105,3536,13,30,16421
106,3578,12,29,16381
107,3625,14,22,16339
108,3669,10,25,16296
109,3712,11,24,16253
110,3736,15,21,16228
111,3786,13,22,16179
112,3827,12,25,16136
113,3867,13,32,16088
114,3905,11,34,16050
115,3955,12,38,15995
116,3995,14,31,15960
117,4044,13,30,15913
118,4091,13,27,15869
119,4133,14,31,15822
120,4172,16,26,15786
121,4221,16,28,15735
122,4257,13,33,15697
123,4287,14,35,15664
124,4316,13,39,15632
125,4360,14,34,15592
126,4402,11,40,15547
127,4442,13,38,15507
128,4487,19,32,15462
129,4536,15,36,15413
130,4581,11,41,15367
131,4615,13,41,15331
132,4658,13,41,15288
133,4685,20,43,15252
134,4722,17,42,15219
135,4750,18,47,15185
136,4777,20,53,15150
137,4819,18,53,15110
138,4843,21,57,15079
139,4875,23,54,15048
140,4914,24,56,15006
141,4947,23,61,14969
142,4984,19,67,14930
143,5029,22,69,14880
144,5062,26,66,14846
145,5106,27,64,14803
146,5150,22,70,14758
147,5179,27,73,14721
148,5205,32,69,14694
149,5234,37,73,14656
150,5249,28,84,14639
151,5271,33,78,14618
152,5307,32,84,14577
153,5325,26,85,14564
154,5345,32,85,14538
155,5380,34,88,14498
156,5395,44,93,14468
157,5410,47,92,14451
158,5437,46,103,14414
159,5447,51,107,14395
160,5464,54,112,14370
161,5483,59,120,14338
162,5493,61,135,14311
163,5508,62,149,14281
164,5529,70,156,14245
165,5518,84,171,14227
166,5524,90,185,14201
167,5522,97,188,14193
168,5513,106,208,14173
169,5515,104,234,14147
170,5503,115,257,14125
171,5494,127,271,14108
172,5461,135,294,14110
173,5452,131,312,14105
174,5427,139,326,14108
175,5395,145,344,14116
176,5360,152,355,14133
177,5341,161,363,14135
178,5321,162,374,14143
179,5285,172,397,14146
180,5263,162,416,14159
181,5208,184,434,14174
182,5152,199,458,14191
183,5086,213,476,14225
184,5027,224,512,14237
185,4982,223,550,14245
186,4894,268,581,14257
187,4832,280,600,14288
188,4774,286,621,14319
189,4710,273,647,14370
190,4631,285,685,14399
191,4545,309,701,14445
192,4471,293,715,14521
193,4399,300,737,14564
194,4340,287,756,14617
195,4277,280,778,14665
196,4226,286,776,14712
197,4162,272,796,14770
198,4099,268,799,14834
199,4051,278,785,14886
200,4009,263,822,14906
201,3931,276,818,14975
202,3871,284,801,15044
203,3820,287,807,15086
204,3761,311,809,15119
205,3737,291,813,15159
206,3688,271,837,15204
207,3628,272,840,15260
208,3588,288,830,15294
209,3537,303,832,15328
210,3507,296,826,15371
211,3460,278,828,15434
212,3415,286,818,15481
213,3380,280,821,15519
214,3348,257,832,15563
215,3322,239,817,15622
216,3277,248,813,15662
217,3240,244,821,15695
218,3190,234,840,15736
219,3163,245,817,15775
220,3140,251,804,15805
221,3138,229,803,15830
222,3133,225,782,15860
223,3123,221,754,15902
224,3106,214,734,15946
225,3074,218,730,15978
226,3081,210,719,15990
227,3065,216,714,16005
228,3045,224,705,16026
229,3048,221,705,16026
230,3044,211,693,16052
231,3063,197,668,16072
232,3070,183,655,16092
233,3088,176,636,16100
234,3098,168,629,16105
235,3071,193,602,16134
236,3089,190,580,16141
237,3123,178,580,16119
238,3146,170,568,16116
239,3135,184,575,16106
240,3160,187,565,16088
241,3191,180,544,16085
242,3202,163,530,16105
243,3222,156,526,16096
244,3267,148,505,16080
245,3272,152,513,16063
246,3284,145,515,16056
247,3284,170,493,16053
248,3314,161,485,16040
249,3342,155,467,16036
250,3365,138,479,16018
251,3384,142,467,16007
252,3384,153,469,15994
253,3382,156,481,15981
254,3410,143,472,15975
255,3458,139,464,15939
256,3491,138,474,15897
257,3535,138,453,15874
258,3569,136,461,15834
259,3566,149,452,15833
260,3617,150,444,15789
261,3628,162,421,15789
262,3654,153,426,15767
263,3679,162,421,15738
264,3713,157,437,15693
265,3743,148,445,15664
266,3759,145,433,15663
267,3793,143,434,15630
268,3821,146,434,15599
269,3843,155,443,15559
270,3888,155,440,15517
271,3909,162,456,15473
272,3918,166,459,15457
273,3918,168,465,15449
274,3909,178,474,15439
275,3936,188,478,15398
276,3948,170,488,15394
277,3994,178,477,15351
278,4004,183,485,15328
279,4005,189,483,15323
280,4021,195,482,15302
281,4049,186,490,15275
282,4045,204,514,15237
283,4054,185,527,15234
284,4051,188,528,15233
285,4047,197,550,15206
286,4054,203,552,15191
287,4054,213,547,15186
288,4054,221,546,15179
289,4070,194,581,15155
290,4059,205,584,15152
291,4064,208,570,15158
292,4053,225,575,15147
293,4055,224,556,15165
294,4044,213,578,15165
295,4052,199,588,15161
296,4037,205,618,15140
297,4016,226,632,15126
298,4016,234,632,15118
299,3997,257,631,15115
300,4013,263,639,15085
301,4046,256,644,15054
302,4041,259,661,15039
303,4054,248,674,15024
304,4040,240,682,15038
305,4036,231,672,15061
306,4023,233,673,15071
307,3990,233,674,15103
308,3992,222,686,15100
309,3974,255,679,15092
310,3967,247,696,15090
311,3951,249,709,15091
312,3924,257,708,15111
313,3904,243,726,15127
314,3899,255,716,15130
315,3896,254,706,15144
316,3888,250,706,15156
317,3879,249,708,15164
318,3883,249,704,15164
319,3876,267,709,15148
320,3855,269,705,15171
321,3835,253,741,15171
322,3815,248,757,15180
323,3792,275,754,15179
324,3770,260,774,15196
325,3753,249,782,15216
326,3746,256,778,15220
327,3725,263,779,15233
328,3700,282,784,15234
329,3685,279,798,15238
330,3656,287,797,15260
331,3652,282,813,15253
332,3635,270,843,15252
333,3615,272,842,15271
334,3589,290,846,15275
335,3572,290,860,15278
336,3544,293,857,15306
337,3513,304,848,15335
338,3472,300,858,15370
339,3429,311,863,15397
340,3392,290,858,15460
341,3392,283,856,15469
342,3390,282,856,15472
343,3394,270,848,15488
344,3369,262,832,15537
345,3364,250,829,15557
346,3366,259,811,15564
347,3371,250,798,15581
348,3352,266,800,15582
349,3364,256,797,15583
350,3364,262,804,15570
351,3370,258,808,15564
352,3361,266,780,15593
353,3369,247,783,15601
354,3369,243,784,15604
355,3370,243,783,15604
356,3353,247,771,15629
357,3352,256,751,15641
358,3338,263,745,15654
359,3353,255,730,15662
360,3346,254,747,15653
361,3340,246,756,15658
362,3317,255,761,15667
363,3306,262,764,15668
364,3306,257,756,15681
365,3295,250,744,15711
366,3297,240,733,15730
367,3300,218,734,15748
368,3338,214,725,15723
369,3356,210,703,15731
370,3380,232,657,15731
371,3401,231,661,15707
372,3426,216,657,15701
373,3437,215,667,15681
374,3460,216,649,15675
375,3473,216,647,15664
376,3499,213,649,15639
377,3507,198,644,15651
378,3505,221,616,15658
379,3534,219,625,15622
380,3549,218,623,15610
381,3537,216,626,15621
382,3530,223,625,15622
383,3557,226,591,15626
384,3560,228,600,15612
385,3562,215,613,15610
386,3591,201,624,15584
387,3594,213,618,15575
388,3623,204,630,15543
389,3647,206,626,15521
390,3652,230,608,15510
391,3669,220,615,15496
392,3674,211,632,15483
393,3662,236,623,15479
394,3690,222,623,15465
395,3700,223,641,15436
396,3694,207,655,15444
397,3708,227,648,15417
398,3711,211,659,15419
399,3721,215,654,15410
400,3719,217,653,15411
401,3695,232,653,15420
402,3696,230,649,15425
403,3705,213,666,15416
404,3719,208,663,15410
405,3721,207,682,15390
406,3742,207,661,15390
407,3741,204,668,15387
408,3733,209,677,15381
409,3741,207,671,15381
410,3746,220,670,15364
411,3734,227,670,15369
412,3727,243,660,15370
413,3719,227,686,15368
414,3702,234,693,15371
415,3676,249,712,15363
416,3656,247,703,15394
417,3651,234,708,15407
418,3672,228,696,15404
419,3655,236,675,15434
420,3662,224,686,15428
421,3681,223,688,15408
422,3662,248,689,15401
423,3671,232,694,15403
424,3655,252,696,15397
425,3667,235,700,15398
426,3631,255,698,15416
427,3636,253,708,15403
428,3621,267,723,15389
429,3622,270,722,15386
430,3606,285,725,15384
431,3603,282,706,15409
432,3595,264,733,15408
433,3602,238,741,15419
434,3602,229,731,15438
435,3619,248,694,15439
436,3636,243,665,15456
437,3624,264,652,15460
438,3620,240,670,15470
439,3619,226,662,15493
440,3627,215,675,15483
441,3648,219,650,15483
442,3636,241,646,15477
443,3634,240,668,15458
444,3647,235,673,15445
445,3660,243,661,15436
446,3668,233,680,15419
447,3687,223,699,15391
448,3689,222,689,15400
449,3675,223,689,15413
450,3677,236,677,15410
451,3665,232,710,15393
452,3653,249,704,15394
453,3625,242,744,15389
454,3600,248,740,15412
455,3600,247,749,15404
456,3586,248,737,15429
457,3584,250,746,15420
458,3572,248,749,15431
459,3605,238,742,15415
460,3601,235,735,15429
461,3617,230,724,15429
462,3621,223,722,15434
463,3644,217,710,15429
464,3631,224,708,15437
465,3623,223,703,15451
466,3612,243,684,15461
467,3612,239,689,15460
468,3634,222,697,15447
469,3623,232,683,15462
470,3630,232,673,15465
471,3653,227,653,15467
472,3665,223,637,15475
473,3673,205,643,15479
474,3673,213,652,15462
475,3677,211,678,15434
476,3686,213,676,15425
477,3653,248,665,15434
478,3658,237,648,15457
479,3670,237,649,15444
480,3654,236,676,15434
481,3687,221,674,15418
482,3695,218,689,15398
483,3693,223,685,15399
484,3697,217,691,15395
485,3692,223,695,15390
486,3691,222,686,15401
487,3678,223,700,15399
488,3683,232,679,15406
489,3681,218,696,15405
490,3674,222,707,15397
491,3665,241,694,15400
492,3652,227,704,15417
493,3646,229,696,15429
494,3632,251,685,15432
495,3634,246,709,15411
496,3632,256,711,15401
497,3640,245,710,15405
498,3649,236,722,15393
499,3660,229,725,15386
500,3658,224,723,15395
501,3634,236,743,15387
502,3630,246,716,15408
503,3612,276,723,15389
504,3596,273,735,15396
505,3606,263,742,15389
506,3613,248,721,15418
507,3616,247,726,15411
508,3592,235,755,15418
509,3584,249,744,15423
510,3572,245,740,15443
511,3557,242,729,15472
512,3579,227,725,15469
513,3604,230,708,15458
514,3590,247,698,15465
515,3593,251,681,15475
516,3611,249,683,15457
517,3587,253,701,15459
518,3578,228,739,15455
519,3592,235,716,15457
520,3571,232,726,15471
521,3584,242,735,15439
522,3566,239,753,15442
523,3565,247,730,15458
524,3560,252,714,15474
525,3572,262,700,15466
526,3556,261,722,15461
527,3547,261,730,15462
528,3569,257,714,15460
529,3571,245,726,15458
530,3557,246,737,15460
531,3560,248,749,15443
532,3570,257,751,15422
533,3590,240,751,15419
534,3593,237,765,15405
535,3606,237,762,15395
536,3606,234,759,15401
537,3610,254,752,15384
538,3599,265,782,15354
539,3587,258,786,15369
540,3597,264,762,15377
541,3567,261,771,15401
542,3551,251,776,15422
543,3557,238,780,15425
544,3551,249,760,15440
545,3558,233,776,15433
546,3557,231,783,15429
547,3553,246,773,15428
548,3544,244,795,15417
549,3545,255,780,15420
550,3587,251,759,15403
551,3583,261,757,15399
552,3599,256,766,15379
553,3579,263,763,15395
554,3591,254,759,15396
555,3597,244,779,15380
556,3591,238,777,15394
557,3566,255,757,15422
558,3560,248,763,15429
559,3580,233,744,15443
560,3615,224,739,15422
561,3607,235,736,15422
562,3580,248,744,15428
563,3585,253,749,15413
564,3577,259,716,15448
565,3590,234,719,15457
566,3603,242,704,15451
567,3606,267,669,15458
568,3635,243,685,15437
569,3635,237,697,15431
570,3662,238,686,15414
571,3666,222,715,15397
572,3686,224,700,15390
573,3705,220,708,15367
574,3716,234,698,15352
575,3730,214,715,15341
576,3733,228,701,15338
577,3747,224,707,15322
578,3735,243,713,15309
579,3723,251,709,15317
580,3725,258,703,15314
581,3743,256,687,15314
582,3756,244,715,15285
583,3775,242,704,15279
584,3793,254,683,15270
585,3781,261,690,15268
586,3816,236,703,15245
587,3799,265,706,15230
588,3775,259,725,15241
589,3749,262,724,15265
590,3766,247,722,15265
591,3760,243,727,15270
592,3747,237,736,15280
593,3730,264,719,15287
594,3734,266,721,15279
595,3733,252,737,15278
596,3737,230,747,15286
597,3751,244,736,15269
598,3733,250,735,15282
599,3749,266,728,15257
600,3754,259,736,15251
601,3764,234,748,15254
602,3768,262,724,15246
603,3744,286,721,15249
604,3749,256,744,15251
605,3696,282,759,15263
606,3689,277,753,15281
607,3684,288,746,15282
608,3676,278,753,15293
609,3668,269,755,15308
610,3659,271,750,15320
611,3664,257,761,15318
612,3676,242,785,15297
613,3652,252,770,15326
614,3643,256,764,15337
615,3624,251,764,15361
616,3619,243,769,15369
617,3643,235,763,15359
618,3642,264,731,15363
619,3641,265,722,15372
620,3691,247,736,15326
621,3667,257,717,15359
622,3675,249,723,15353
623,3660,235,735,15370
624,3654,233,736,15377
625,3637,232,752,15379
626,3659,235,724,15382
627,3682,226,704,15388
628,3670,227,704,15399
629,3674,245,691,15390
630,3706,241,691,15362
631,3711,242,700,15347
632,3701,239,712,15348
633,3705,252,723,15320
634,3705,250,719,15326
635,3710,240,725,15325
636,3704,249,700,15347
637,3679,251,700,15370
638,3661,255,696,15388
639,3680,248,690,15382
640,3691,229,699,15381
641,3660,248,710,15382
642,3639,263,746,15352
643,3646,265,751,15338
644,3646,249,766,15339
645,3633,258,778,15331
646,3626,247,786,15341
647,3609,259,776,15356
648,3605,255,783,15357
649,3596,289,739,15376
650,3563,276,776,15385
651,3562,280,764,15394
652,3555,270,766,15409
653,3561,240,800,15399
654,3558,245,785,15412
655,3573,235,792,15400
656,3567,259,792,15382
657,3580,263,777,15380
658,3566,264,770,15400
659,3572,253,772,15403
660,3580,261,756,15403
661,3583,261,742,15414
662,3576,270,744,15410
663,3561,275,751,15413
664,3538,279,777,15406
665,3519,282,799,15400
666,3522,269,829,15380
667,3481,283,808,15428
668,3484,279,818,15419
669,3473,277,818,15432
670,3456,281,818,15445
671,3461,278,804,15457
672,3429,260,841,15470
673,3410,255,849,15486
674,3401,242,824,15533
675,3390,259,793,15558
676,3397,237,802,15564
677,3402,243,786,15569
678,3409,245,766,15580
679,3403,269,704,15624
680,3426,237,725,15612
681,3436,217,724,15623
682,3446,200,725,15629
683,3454,212,710,15624
684,3467,215,711,15607
